Station_Name_Korean,Station_Name_English,Station_Code,Managing_Organization,Major_Basin_Code,Subbasin_Code,Observation_Start_Date,River_Name,Basin_Area,River_Width,Bed_Slope,River_Main_Junction_Distance,Watershed_Distance,Address,X_Coordinate,Y_Coordinate,Start_Systematic_Observation,End_Systematic_Observation,Start_Old_Observation,End_Old_Observation,Number_of_Records,Data_Quality_or_Completeness,Geometry,Longitude,Latitude
청양군(지천교),Cheongyang-gun(Gicheongyo),3012655,환경부,금강,301209,40544,지천,88.3,isnull,isnull,35.3,isnull,충청남도 청양군 청양읍 적누리 지천교(충청남도 청양군 청양읍 정좌리),181243,325625,201008,202301,201008,202301,3533.0,,POINT (181243 325625),126.7887321403196,36.43136955592173
청양군(백제보상),Cheongyang-gun(BaekjeboSang),3012662,환경부,금강,301207,40267,금강,7960.9,isnull,isnull,61.3,isnull,충청남도 청양군 청남면 왕진리 77,195885,314447,201003,202209,201003,202209,3208.0,,POINT (195885 314447),126.95207816843232,36.33081216338196
부여군(백제보하),Buyeo-gun(BaekjeboHa),3012664,환경부,금강,301208,41067,금강,7981.6,isnull,isnull,59.1,isnull,충청남도 부여군 부여읍 정동리 산14-1,194213,313123,201207,202301,201207,202301,2213.0,,POINT (194213 313123),126.93346610085152,36.31887187351723
부여군(지천교),Buyeo-gun(Jicheongyo),3012665,환경부,금강,301210,26665,지천,209,isnull,isnull,7.9,isnull,충청남도 부여군 은산면 회곡리 지천교,187329,314240,198107,202301,197301,202301,3430.0,,POINT (187329 314240),126.85678874247074,36.32887167058706
부여군(송학교),Buyeo-gun(Songhakgyo),3012674,환경부,금강,301212,41275,금천,62.2,isnull,isnull,10.2,isnull,충청남도 부여군 남면 송학리 송학교,182143,302659,201301,202301,201212,202301,3560.0,,POINT (182143 302659),126.79929648853596,36.22442352492809
부여군(백제교),Buyeo-gun(Baekjegyo),3012675,환경부,금강,301214,5692,금강,8328.8,810,isnull,52.59,isnull,충청남도 부여군 규암면 규암리 백제교(충청남도 부여군 부여읍 구교리),190266,308657,192508,202301,191601,202301,3639.0,,POINT (190266 308657),126.88956892115444,36.27859312212187
부여군(석동교),Buyeo-gun(Seokdonggyo),3012680,환경부,금강,301212,34121,금천,161,isnull,isnull,1.4,isnull,충청남도 부여군 장암리 석동리 석동교,189589,305514,199303,202301,199301,202301,3640.0,,POINT (189589 305514),126.88207590462456,36.25026175118042
논산시(석성천교),Nonsan-si(Seokseongcheongyo),3012681,환경부,금강,301213,41275,석성천,56.9,isnull,isnull,11.6,isnull,충청남도 논산시 광석면 득윤리 석성천교 (충청남도 부여군 석성면 증산리),202897,304183,201301,202301,201212,202301,3457.0,,POINT (202897 304183),127.03013750390744,36.23831947273971
부여군(반조원리),Buyeo-gun(Banjowon-ri),3012685,환경부,금강,301214,22828,금강,8551.3,isnull,360,38.8,isnull,충청남도 부여군 세도면 반조원리 549,197851,299836,192508,202301,199601,202301,3453.0,,POINT (197851 299836),126.974015883926,36.19914618822755
논산시(동성교),Nonsan-si(Dongseonggyo),3012690,환경부,금강,301213,34121,석성천,130.7,isnull,isnull,2.8,isnull,충청남도 논산시 성동면 우곤리 동성교 (충청남도 부여군 석성면 석성리),200599,301346,199303,202301,199301,202301,3652.0,ㅇ,POINT (200599 301346),127.0045716164574,36.21275662512846
완주군(엄목1교),Wanju-gun(Eommok1gyo),3013603,환경부,금강,301301,44558,장선천,109.1,isnull,isnull,11.7,isnull,전라북도 완주군 운주면 완창리 643-3,223462,289634,202112,202301,202112,202301,191.0,,POINT (223462 289634),127.25847692613888,36.10692597143954
논산시(인천교),Nonsan-si(Incheongyo),3013605,환경부,금강,301301,40544,논산천,137.8,isnull,isnull,29.4,isnull,충청남도 논산시 양촌면 인천리 인천교,221227,293266,201008,202211,201008,202211,3579.0,,POINT (221227 293266),127.23375311478335,36.13970887382087
논산시(주곡교),Nonsan-si(Jugokgyo),3013630,환경부,금강,301303,44558,노성천,85,isnull,isnull,5.9,isnull,충청남도 논산시 상월면 주곡리 181-1,213027,309247,202112,202301,202112,202301,191.0,,POINT (213027 309247),127.14291170353538,36.28387270783752
탑정,TAB JEONG,3013650,한국농어촌공사,금강,301302,0,isnull,isnull,isnull,isnull,isnull,isnull,충청남도 논산군 가야곡면  종연리,213334,297348,0,0,198801,200512,0.0,,POINT (213334 297348),127.14612730770406,36.17663596212984
논산시(풋개다리),Nonsan-si(Putgaedari),3013665,환경부,금강,301303,37956,노성천,177.1,isnull,isnull,4.6,isnull,충청남도 논산시 광석면 항월리,211687,303974,200312,202301,200312,202301,3515.0,,POINT (211687 303974),127.12791799597626,36.23637024309246
논산시(논산대교),Nonsan-si(Nonsandaegyo),3013670,환경부,금강,301305,34121,논산천,468.8,274,isnull,8.5,isnull,충청남도 논산시 대교동 논산대교,207219,301319,192607,202301,199304,202301,2659.0,,POINT (207219 301319),127.07819109901894,36.2124869759295
논산시(제내교),Nonsan-si(Jenaegyo),3013685,환경부,금강,301304,37956,강경천,117.4,isnull,isnull,3.6,isnull,충청남도 논산시 채운면 채운리 제내교,203375,294011,200312,202301,200312,202301,3425.0,,POINT (203375 294011),127.0354120296783,36.14664806064929
논산시(황산대교),Nonsan-si(Hwangsandaegyo),3014610,환경부,금강,301401,5570,금강,9379.6,1045,isnull,33.1,isnull,충청남도 논산시 강경읍 황산리 황산대교 (충청남도 부여군 세도면 가회리),200650,295120,193006,202301,199001,202301,3652.0,ㅇ,POINT (200650 295120),127.005134102324,36.15664790463804
부여군(입포리),Buyeo-gun(Ippo-ri),3014650,환경부,금강,301403,7092,금강,9605.9,isnull,isnull,20.6,isnull,충청남도 부여군 양화면 입포리 209-9,189499,293031,193108,202301,199302,202301,3473.0,,POINT (189499 293031),126.8812425067909,36.13776443520821
서천군(옥포리),Seocheon-gun(Okpo-ri),3014670,환경부,금강,301403,20394,금강,9783.6,1522,3020,3.7,isnull,충청남도 서천군 화양면 옥포리 528-8,180298,282074,198506,202301,199201,202301,3474.0,,POINT (180298 282074),126.77929233967495,36.03887536322642
서천군(북원교),Seocheon-gun(Bukwongyo),3014680,환경부,금강,301402,38718,길산천,64.9,isnull,isnull,6.7,isnull,충청남도 서천군 기산면 원길리 북원교,175754,286339,200504,202301,200504,202301,3629.0,,POINT (175754 286339),126.72874001264915,36.07720911515861
금강하구둑(내),GEUM GANG HA GU YEON(NAE),3014690,한국농어촌공사,금강서해,320309,33970,금강,isnull,isnull,isnull,isnull,isnull,전라북도 옥구 성산  성덕  금강하구둑,178188,279150,199303,202301,199302,202301,3468.0,,POINT (178188 279150),126.75596011698704,36.01247871932273
금강하구둑(외),GEUM GANG HA GU YEON(WEO),3014695,한국농어촌공사,금강,300104,33970,금강,isnull,isnull,isnull,isnull,isnull,전라북도 옥구 성산  성덕  금강하구둑,247916,254411,199303,202301,199302,202301,3471.0,,POINT (247916 254411),127.5279304695618,35.78860053360394
예산군(은사교),Yesan-gun(Eunsagyo),3101604,환경부,삽교천,310107,40179,무한천,125.8,isnull,isnull,43.4,isnull,충청남도 예산군 광시면 용두리 은사교,180181,340269,200912,202301,200912,202301,3474.0,,POINT (180181 340269),126.77651243661693,36.56331187325576
예산군(서계양교),Yesan-gun(Seogyeyanggyo),3101613,환경부,삽교천,310107,40179,신양천,154.1,isnull,isnull,3.7,isnull,충청남도 예산군 신양면 녹문리 서계양교,187474,345341,200912,202301,200912,202301,3574.0,,POINT (187474 345341),126.85789812311128,36.60914138908566
무봉,isnull,3101615,한국농어촌공사,삽교천,310107,0,isnull,isnull,isnull,isnull,isnull,isnull,충청남도 예산군 대흥면 무봉리 부봉교,185091,346486,200401,202301,200312,202301,3473.0,,POINT (185091 346486),126.83124007321122,36.61942491138488
대흥,isnull,3101620,한국농어촌공사,삽교천,310107,0,isnull,isnull,isnull,isnull,isnull,isnull,충청남도 예산군 대흥면 노동리 예당지취수탑,182113,348341,200401,202301,200312,202301,3473.0,,POINT (182113 348341),126.79790606508888,36.6360894085873
예산군(예산대교),Yesan-gun(Yesandaegyo),3101625,환경부,삽교천,310108,10594,무한천,395.2,347,1470,27.2,-27.8,충청남도 예산군 예산읍 산성리 예산대교,183986,353978,193608,202301,192901,202301,3652.0,ㅇ,POINT (183986 353978),126.81873046710274,36.68691912694453
예산군(신례원교),Yesan-gun(Sillyewongyo),3101630,환경부,삽교천,310108,22828,무한천,436.6,105,2820,6.1,isnull,충청남도 예산군 신암면 종경리 신례원교,184815,359402,193007,202301,196211,202301,3549.0,,POINT (184815 359402),126.8278977751006,36.73580927923508
홍성군(삽교천교),Hongseong-gun(Sapgyocheongyo),3101635,환경부,삽교천,310101,22828,삽교천,45.9,0,0,45.6,41.9,충청남도 홍성군 홍성읍 구룡리 삽교천교(충청남도 홍성군 홍성읍 고암리),171862,343837,197107,202301,196304,202301,3643.0,,POINT (171862 343837),126.68345271867368,36.59525475018319
예산군(신리교),Yesan-gun(Silligyo),3101638,환경부,삽교천,310101,40179,덕산천,38.2,isnull,isnull,4.3,isnull,충청남도 예산군 삽교읍 신리 신리교,170581,354445,200912,202301,200912,202301,3388.0,,POINT (170581 354445),126.6687298913607,36.69080631165299
예산군(충의대교),Yesan-gun(Chunguidaegyo),3101640,환경부,삽교천,310102,16438,삽교천,223.1,0,0,31.7,-31.7,충청남도 예산군 삽교읍 두리 충의대교,175918,354275,193507,202301,195501,202301,3619.0,,POINT (175918 354275),126.7284515396398,36.68942487216879
예산군(구만교),Yesan-gun(Gumangyo),3101645,환경부,삽교천,310103,22828,삽교천,353.8,370,3420,25.3,isnull,충청남도 예산군 고덕면 구만리 구만교(충청남도 예산군 신암면 별리),178067,359756,193007,202301,197901,202301,3652.0,ㅇ,POINT (178067 359756),126.75233901494153,36.7388668709973
당진시(구양교),Dangjin-si(Guyanggyo),3101650,환경부,삽교천,310103,38718,삽교천,430.7,isnull,isnull,17.1,isnull,충청남도 당진군 합덕읍 옥금리 구양교 (충청남도 예산군 신암면 신택리),183484,363967,200504,202301,200504,202301,3636.0,,POINT (183484 363967),126.81289714279218,36.77692254942061
천안시(신흥교),Cheonan-si(Sinheunggyo),3101655,환경부,삽교천,310110,38322,풍서천,48.3,isnull,isnull,5.6,isnull,충청남도 천안시 동남구 광덕면 매당리 신흥교,210177,356035,200410,202301,200410,202301,3407.0,,POINT (210177 356035),127.11180070208344,36.70553722656758
천안시(가송교),Cheonan-si(Gasonggyo),3101660,환경부,삽교천,310109,38322,곡교천,62.6,isnull,isnull,33.8,isnull,충청남도 천안시 풍세면 가송리 가송교,212827,359614,200410,202301,200410,202301,3559.0,,POINT (212827 359614),127.14151754342004,36.73775624808143
아산시(휴대교),Asan-si(Hyudaegyo),3101670,환경부,삽교천,310111,38322,천안천,59.4,isnull,isnull,3.4,isnull,충청남도 아산시 배방면 휴대리 휴대교,210142,364697,200410,202301,200410,202301,3649.0,,POINT (210142 364697),127.11152329552972,36.78359198432321
아산시(덕지리),Asan-si(Deokgi-ri),3101672,환경부,삽교천,310112,42370,율지천,9.9,isnull,isnull,0.1,isnull,충청남도 아산시 음봉면 덕지리 524,207484,370243,201512,202301,201512,202301,2322.0,,POINT (207484 370243),127.08180052906124,36.833591736474375
아산시(새터교),Asan-si(Saeteogyo),3101673,환경부,삽교천,310112,39083,매곡천,29.5,isnull,isnull,3.8,isnull,충청남도 아산시 탕정면 호산리 새터교,207387,367715,200601,202301,200512,202301,3627.0,,POINT (207387 367715),127.08068882720268,36.8108126410943
아산시(한내다리),Asan-si(Hannaedari),3101675,환경부,삽교천,310112,37926,곡교천,285.9,isnull,isnull,22.3,isnull,충청남도 아산시 탕정면 갈산리 한내대교,204810,365740,200312,202301,200312,202301,3505.0,,POINT (204810 365740),127.05179688474055,36.79303223681376
아산시(온천교),Asan-si(Oncheongyo),3101683,환경부,삽교천,310113,39083,온양천,90.6,isnull,isnull,2.3,isnull,충청남도 아산시 신동 온천교,202877,364013,200601,202301,200512,202301,3535.0,,POINT (202877 364013),127.03013298088312,36.777477812860816
아산시(충무교),Asan-si(Chungmugyo),3101685,환경부,삽교천,310114,39083,곡교천,402.2,276,isnull,18.1,isnull,충청남도 아산시 염치읍 석정리 충무교,200744,366571,200601,202301,200512,202301,3529.0,,POINT (200744 366571),127.00624174574182,36.80053208053518
아산시(강청교),Asan-si(Gangcheonggyo),3101690,환경부,삽교천,310114,22828,곡교천,490.9,725,2470,9.7,isnull,충청남도 아산시 염치면 가덕리 강청교,194077,369224,193007,202301,194606,202301,3652.0,ㅇ,POINT (194077 369224),126.93151587077864,36.824419693920674
당진시(신촌리),Dangjin-si(Sinchon-ri),3101693,환경부,삽교천,310116,39083,삽교천,1412.4,isnull,isnull,4.2,isnull,충청남도 당진군 우강면 신촌리 107-119,184615,372134,200601,202301,200512,202301,3458.0,,POINT (184615 372134),126.82540056750608,36.85053446555745
당진시(북창교),Dangjin-si(Bukchanggyo),3101696,환경부,삽교천,310116,44558,남원천,43.41,isnull,isnull,1,isnull,충청남도 당진군 순성면 중방리 150-4,178720,372640,202112,202301,202112,202301,191.0,,POINT (178720 372640),126.75928921925497,36.854979309683294
당진시(채운교),Dangjin-si(Chaeungyo),3201690,환경부,금강서해,320102,40544,역천,115,isnull,isnull,7.1,isnull,충청남도 당진군 당진시 우두동 채운교,165638,378540,201008,202301,201008,202301,3544.0,,POINT (165638 378540),126.6123338779209,36.907756817796574
보령시(동대교),Boryeong-si(Dongdaegyo),3203620,환경부,금강서해,320304,40179,대천천,85.2,isnull,isnull,1.1,isnull,충청남도 보령시 동대동 동대교,163968,316586,200912,202301,200912,202301,3589.0,,POINT (163968 316586),126.59650596053604,36.34942096660295
보령시(보령댐),Boryeongsi(Boryoungdam),3203640,한국수자원공사,금강서해,320305,35370,웅천천,163.6,isnull,isnull,13.6,isnull,충청남도 보령시 미산면 용수리 산39-1,168418,305811,200407,202301,200401,202301,2405.0,,POINT (168418 305811),126.6465155117571,36.25247696355154
보령시(보령댐방수로),Boryeongsi(Boryoungdambangsuro),3203645,한국수자원공사,금강서해,320306,35855,웅천천,163.6,isnull,isnull,13,isnull,충청남도 보령시 미산면 용수리 산39-1,168143,305782,200407,202301,200407,202301,2414.0,,POINT (168143 305782),126.64345698343308,36.252206580097976
보령시(노천교),Boryeong-si(Nocheongyo),3203652,환경부,금강서해,320306,40179,웅천천,203.2,isnull,isnull,3.9,isnull,충청남도 보령시 웅천읍 노천리 노천교,163491,303765,200912,202301,200912,202301,3541.0,,POINT (163491 303765),126.5917923835109,36.23386518166953
대창,isnull,3203655,한국수자원공사,만경ㆍ동진,330101,38172,isnull,isnull,isnull,isnull,isnull,isnull,,163606,304057,200407,201002,200407,201002,0.0,,POINT (163606 304057),126.59305799993834,36.23650093791765
완주군(대아저수지),Wanjugun(Daeajeosuji),3301612,환경부,만경ㆍ동진,330101,44562,isnull,107.48,isnull,isnull,63.08,isnull,전라북도 완주군 동상면 대아리,223523,276042,202112,202301,202112,202301,369.0,,POINT (223523 276042),127.25875106543523,35.98443183622635
완주군(경천저수지),Wanjugun(Gyeongcheonjeosuji),3301619,환경부,만경ㆍ동진,330102,44562,isnull,68.61,isnull,isnull,7.07,isnull,전라북도 완주군 화산면 성북리,221758,280568,202112,202301,202112,202301,369.0,,POINT (221758 280568),127.23930366342486,36.02526185018605
완주군(마안교),Wanjugun(Maangyo),3301623,환경부,만경ㆍ동진,330103,42370,isnull,114.82,isnull,isnull,5.26,isnull,전라북도 완주군 화산면,221712,278965,201601,202301,201512,202301,2922.0,,POINT (221712 278965),127.23874949080776,36.01081636414088
완주군(오성교),Wanjugun(Ohseonggyo),3301625,환경부,만경ㆍ동진,330105,37987,isnull,288.84,isnull,isnull,57.37,isnull,전라북도 완주군 고산면 읍내리 오성교 하류,219392,275107,200308,202301,200308,202301,3501.0,,POINT (219392 275107),127.2129212830786,35.97609597034801
완주군(용봉교),Wanjugun(Yongbonggyo),3301630,환경부,만경ㆍ동진,330105,36526,isnull,342.39,1,1,49.85,1,전라북도 완주군 봉동읍 장기리 1118 용봉교,215414,271616,200001,202301,199912,202301,3547.0,,POINT (215414 271616),127.16874785196865,35.944704719190824
완주군(소양용연교),Wanjugun(Soyangyongyeongyo),3301635,환경부,만경ㆍ동진,330104,39448,isnull,64.08,isnull,isnull,14.1,isnull,전라북도 완주군 소양면 황운리 소양용연교,221903,262661,200801,202301,200801,202301,3652.0,ㅇ,POINT (221903 262661),127.24042012450607,35.863875704529825
완주군(제2소양교),Wanjugun(Je2soyanggyo),3301640,환경부,만경ㆍ동진,330104,36526,isnull,130.13,1,1,3.88,1,전라북도 완주군 용진면 상운리 제2소양교,214022,264525,200001,202301,199912,202301,3592.0,,POINT (214022 264525),127.15319579501092,35.88081883971811
완주군(하리교),Wanjugun(Harigyo),3301645,환경부,만경ㆍ동진,330111,36526,isnull,519.07,1,1,40.77,1,전라북도 완주군 삼례면 하리 하리교,208928,266645,200001,202301,199912,202301,3440.0,,POINT (208928 266645),127.09680739339754,35.8999845557642
전주시(신평교),Jeonjusi(Sinpyeonggyo),3301652,환경부,만경ㆍ동진,330108,40909,isnull,97.85,isnull,isnull,8.5,isnull,전라북도 전주시 완산구 원당동 신평교,210574,252777,201112,202301,201112,202301,3078.0,,POINT (210574 252777),127.11485740062334,35.774982851799265
전주시(세내교),Jeonjusi(Senaegyo),3301654,환경부,만경ㆍ동진,330108,43460,isnull,isnull,isnull,isnull,5.92,isnull,전라북도 전주시 완산구,210145,255027,201812,202301,201812,202301,1466.0,,POINT (210145 255027),127.11014120287103,35.795265661206784
전주시(서곡교),Jeonjusi(Seogokgyo),3301655,환경부,만경ㆍ동진,330108,38779,isnull,150.01,isnull,isnull,0.63,isnull,전라북도 전주시 완산구 효자동 서곡교,209537,259896,200603,202301,200603,202301,3652.0,ㅇ,POINT (209537 259896),127.1034730171464,35.83915376246367
전주시(서천교),Jeonjusi(Seocheongyo),3301657,환경부,만경ㆍ동진,330109,42733,isnull,88.06,isnull,isnull,11.96,isnull,전라북도 전주시 완산구 서완산동1가,212778,257219,201612,202301,201612,202301,2193.0,,POINT (212778 257219),127.13930312333824,35.81499060485514
전주시(은석교),Jeonjusi(eunseokgyo),3301662,환경부,만경ㆍ동진,330109,40909,isnull,72.2,isnull,isnull,17.81,isnull,전라북도 전주시 완산구 색장동 은석교,217552,255532,201112,202301,201112,202301,3652.0,ㅇ,POINT (217552 255532),127.1920906806702,35.79971304446763
전주시(미산교),Jeonjusi(Misangyo),3301665,환경부,만경ㆍ동진,330109,36526,전주천,277.56,200,1,37.71,isnull,전라북도 전주시 덕진구 전미동2가 1384-6,208804,264672,200001,202301,199912,202301,3644.0,,POINT (208804 264672),127.09541220634816,35.88220414947028
완주군(삼례교),Wanjugun(Samryegyo),3301670,환경부,만경ㆍ동진,330111,6331,만경강,810.5,566,4280,34.1,32.4,전라북도 완주군 삼례읍 삼례리 647,206420,266766,192007,202301,191705,202301,3652.0,ㅇ,POINT (206420 266766),127.06902753059772,35.90109456857062
익산시(인수교),Iksangun(Insugyo),3301675,환경부,만경ㆍ동진,330110,38264,isnull,66.9,isnull,isnull,2.82,isnull,전라북도 익산시 춘포면 인수리 인수교,203109,269508,200603,202301,200505,202301,2810.0,,POINT (203109 269508),127.03236193328593,35.92582250181956
익산시(만경교),Iksansi(Mangyeonggyo),3301685,환경부,만경ㆍ동진,330111,36526,isnull,1087.58,1,1,23.09,1,전라북도 익산시 오산면 목천리 1177-5 만경교,193857,268461,200001,202301,199912,202301,3635.0,,POINT (193857 268461),126.92985334629896,35.9163716160973
군산시(원두교),Gunsansi(Wondugyo),3301688,환경부,만경ㆍ동진,330112,40179,isnull,146.27,isnull,isnull,1.29,isnull,전라북도 군산시 대야면 광교리 원두교,187039,269763,201001,202301,201001,202301,3103.0,,POINT (187039 269763),126.8542943545718,35.9280387303346
김제시(만경대교),Gimjesi(Mangyeondaegyo),3301690,환경부,만경ㆍ동진,330303,6270,isnull,1405.6,586,530,12.41,0,전라북도 김제시 청하면 동지산리 1100 만경대교,185407,268163,192007,202301,199901,202301,3600.0,,POINT (185407 268163),126.83624001193309,35.913595862529384
정읍시(행정교),Jeongeupsi(Haengjeonggyo),3302615,환경부,만경ㆍ동진,330202,39083,isnull,111.66,isnull,isnull,30.27,isnull,전라북도 정읍시 옹동면 산성리 행정교,198037,235419,200701,202301,200701,202301,3563.0,,POINT (198037 235419),126.97624764710916,35.61859395387099
정읍시(종산리),Jeongeupsi(Jongsanri),3302617,한국수자원공사,만경ㆍ동진,330201,34683,평사리천,0,0,0,0,0,전라북도 정읍시 산외면 종산리 269,232832,208634,200605,202301,200605,202301,3005.0,,POINT (232832 208634),127.3592298296459,35.376643625521886
정읍시(거산교),Jeongeupsi(Geosangyo),3302620,환경부,만경ㆍ동진,330202,37257,동진강,153.4,isnull,isnull,24.04,isnull,전라북도 정읍시 태인읍 태서리 거산교,193409,239058,200201,202301,200201,202301,3652.0,ㅇ,POINT (193409 239058),126.92513398588224,35.65137132028012
정읍시(정우교),Jeongeupsi(Jeongugyo),3302630,환경부,만경ㆍ동진,330208,10594,동진강,219.32,250,0,18.6,0,전라북도 정읍시 정우면 대사리 878-19 정우교,189966,242205,195606,202301,192901,202301,3652.0,ㅇ,POINT (189966 242205),126.88707539318632,35.679705313558216
정읍시(상동교),Jeongeupsi(Sangdonggyo),3302643,환경부,만경ㆍ동진,330203,39083,정읍천,44.31,isnull,isnull,18.11,isnull,전라북도 정읍시 송산동 상동교,188138,228647,200701,202301,200701,202301,3627.0,,POINT (188138 228647),126.86708280518532,35.55748899283267
정읍시(죽림교),Jeongeupsi(Jukrimgyo),3302645,환경부,만경ㆍ동진,330203,39083,정읍천,50.49,isnull,isnull,15.33,isnull,전라북도 정읍시 연지동 죽림교,185823,230099,200701,202301,200701,202301,3640.0,,POINT (185823 230099),126.8415238846976,35.57054518147488
정읍시(상평교),Jeongupsi(Sangpyeonggyo),3302652,환경부,만경ㆍ동진,330203,44927,isnull,72.78,isnull,isnull,1.76,isnull,전라북도 정읍시 상평동,183983,229424,202212,202301,202212,202301,3.0,,POINT (183983 229424),126.82123965734267,35.564433337004445
정읍시(정읍교),Jeongeupsi(Jeongeupgyo),3302653,환경부,만경ㆍ동진,330203,39448,정읍천,131.75,isnull,isnull,12.44,isnull,전라북도 정읍시 용계동 정읍교 하류,184517,232135,200801,202301,200801,202301,3626.0,,POINT (184517 232135),126.82707786886348,35.58887576008924
정읍시(망담교),Jeongupsi(Mangdamgyo),3302654,환경부,만경ㆍ동진,330203,44927,isnull,31.66,isnull,isnull,1.06,isnull,전라북도 정읍시 정우면 우산리,188350,236845,202212,202301,202212,202301,3.0,,POINT (188350 236845),126.86930235172252,35.631378994689456
정읍시(정읍천대교),Jeongeupsi(Jeongeupcheondaegyo),3302655,환경부,만경ㆍ동진,330203,36678,정읍천,157.63,isnull,isnull,5.29,isnull,전라북도 정읍시 정우면 초강리 정읍천대교,187722,237955,200201,202301,200101,202301,3553.0,,POINT (187722 237955),126.86235245419148,35.64137556515544
정읍시(풍월교),Jeongeupsi(Pungwolgyo),3302657,환경부,만경ㆍ동진,330205,40544,동진강,169.43,isnull,isnull,13.02,isnull,전라북도 정읍시 영원면 풍월리,177283,238746,201012,202301,201012,202301,3260.0,,POINT (177283 238746),126.747072922284,35.648319170915585
정읍시(초강리),Jeongeupsi(Chogangri),3302658,환경부,만경ㆍ동진,330203,40544,정읍천,196.99,254,isnull,20.8,isnull,전라북도 정읍시 정우면 초강리 614-10,187572,238602,201103,202301,201103,202301,3602.0,,POINT (187572 238602),126.86068627786103,35.64720495470387
정읍시(양전교),Jeongeupsi(Yangjeongyo),3302660,환경부,만경ㆍ동진,330206,40544,동진강,141.93,isnull,isnull,12.37,isnull,전라북도 정읍시 감곡면 삼평리,191633,250001,201012,202301,201012,202301,3089.0,,POINT (191633 250001),126.90540794118796,35.749983929127595
김제시(군포교),Gimjesi(Gunpogyo),3302665,환경부,만경ㆍ동진,330208,36678,동진강,493.93,isnull,isnull,10.54,isnull,전라북도 김제시 부량면 옥정리 (구)군포교,183487,246746,200005,202301,200005,202301,3652.0,ㅇ,POINT (183487 246746),126.81541266042714,35.72054437279049
부안군(평교),Buangun(Pyeonggyo),3302675,환경부,만경ㆍ동진,330205,36678,고부천,240.03,isnull,isnull,5.52,isnull,전라북도 부안군 백산면 평교리 평교,180317,245396,200005,202301,200005,202301,3411.0,,POINT (180317 245396),126.78041118747991,35.70831889083283
김제시(용동교),Gimjesi(Yongdonggyo),3302680,환경부,만경ㆍ동진,330101,42005,두월천,79,isnull,isnull,5.1,isnull,전라북도 김제시 황산동 683-26,191462,254625,201501,202301,201412,202301,2923.0,,POINT (191462 254625),126.90346775854842,35.79165676114852
김제시(죽산교),Gimjesi(Juksangyo),3302685,환경부,만경ㆍ동진,330206,36678,원평천,257.33,isnull,isnull,3.12,isnull,전라북도 김제시 죽산면 죽산리 죽산교,183020,252171,200005,202301,200005,202301,3652.0,ㅇ,POINT (183020 252171),126.81013622118869,35.76942983221036
부안댐,BUANDAM,3303110,한국수자원공사,만경ㆍ동진,330303,35186,직소천,0,0,0,0,0,전라북도 부안군 변산면 부안댐로 286-26,242497,161228,200605,202301,200605,202301,1794.0,,POINT (242497 161228),127.46315328527396,34.94899767067653
진안군(좌포교),Jinangun(Jwapogyo),4001610,환경부,섬진강,400103,39814,섬진강,190.37,isnull,isnull,200.09,isnull,전라북도 진안군 성수면 도통리 좌포교 하류,228797,248873,200812,202301,200812,202301,3652.0,ㅇ,POINT (228797 248873),127.31625348823162,35.73943432060484
임실군(호암교),Imsilgun(Hoamgyo),4001620,한국수자원공사,섬진강,400105,33222,isnull,364.3,isnull,isnull,177.4,isnull,전라북도 임실군 신평면 호암리 호암교,221809,239822,199005,202301,199005,202301,3598.0,,POINT (221809 239822),127.23875991028562,35.65803995883397
순창군(운암교),Sunchanggun(Unamgyo),4001660,한국수자원공사,섬진강,400108,33222,추령천,134,isnull,isnull,154.2,isnull,전라북도 순창군 쌍치면 운암리 운암교,201260,222968,199005,202301,199005,202301,3598.0,,POINT (201260 222968),127.01180452734832,35.506375208356694
임실군(섬진강댐),Imsilgun(Seomjingangdam),4002605,한국수자원공사,섬진강,400201,33222,섬진강,763,isnull,isnull,132.4,isnull,전라북도 임실군 강진면 용수리 산5,209950,227103,199005,202301,199005,202301,2395.0,,POINT (209950 227103),127.1076411551657,35.54359533256283
임실군(회문리),Imsilgun(Hoemunri),4002610,한국수자원공사,섬진강,400201,33222,섬진강,776,isnull,isnull,126.3,isnull,전라북도 임실군 덕치면 회문리 88-5,212497,224980,199005,202301,199005,202301,3598.0,,POINT (212497 224980),127.13569601892804,35.52443215384825
임실군(강동교),Imsilgun(Gangdonggyo),4002620,환경부,섬진강,400201,44927,isnull,67.3,isnull,isnull,0.97,isnull,전라북도 임실군 강진면 갈담리,214537,225661,202212,202301,202212,202301,3.0,,POINT (214537 225661),127.15819921186232,35.53054231057409
임실군(일중리),Imsil(Iljungri),4002640,환경부,섬진강,400201,22798,섬진강,854.87,210,isnull,127.91,isnull,전라북도 임실군 덕치면 일중리 568,213610,222177,196306,202301,196212,202301,3635.0,,POINT (213610 222177),127.14792007608584,35.499154186702086
순창군(평남리),Sunchanggun(Pyeongnamri),4002690,환경부,섬진강,400203,25842,섬진강,998.97,isnull,isnull,111.32,isnull,전라북도 순창군 적성면 평남리,219601,214114,197308,202301,197301,202301,3652.0,ㅇ,POINT (219601 214114),127.21375648374618,35.426382369865614
임실군(오수교),Imsilgun(Osugyo),4003630,환경부,섬진강,400301,44562,isnull,74.25,isnull,isnull,0.81,isnull,전라북도 임실군 오수면 오수리,229447,227239,202112,202301,202112,202301,369.0,,POINT (229447 227239),127.3226506584137,35.54443495428114
